hbase.tmp.dir,"Temporary directory on the local filesystem. Change this setting to point to a location more permanent than '/tmp', the usual resolve for java.io.tmpdir, as the '/tmp' directory is cleared on machine restart.",${java.io.tmpdir}/hbase-${user.name}
hbase.rootdir,"The directory shared by region servers and into which HBase persists.  The URL should be 'fully-qualified' to include the filesystem scheme.  For example, to specify the HDFS directory '/hbase' where the HDFS instance's namenode is running at namenode.example.org on port 9000, set this value to: hdfs://namenode.example.org:9000/hbase.  By default, we write to whatever ${hbase.tmp.dir} is set too -- usually /tmp -- so change this configuration or else all data will be lost on machine restart.",${hbase.tmp.dir}/hbase
hbase.cluster.distributed,"The mode the cluster will be in. Possible values are   false for standalone mode and true for distributed mode.  If   false, startup will run all HBase and ZooKeeper daemons together   in the one JVM.",FALSE
hbase.zookeeper.quorum,"Comma separated list of servers in the ZooKeeper ensemble (This config. should have been named hbase.zookeeper.ensemble). For example, ""host1.mydomain.com,host2.mydomain.com,host3.mydomain.com"". By default this is set to localhost for local and pseudo-distributed modes of operation. For a fully-distributed setup, this should be set to a full list of ZooKeeper ensemble servers. If HBASE_MANAGES_ZK is set in hbase-env.sh this is the list of servers which hbase will start/stop ZooKeeper on as part of cluster start/stop.  Client-side, we will take this list of ensemble members and put it together with the hbase.zookeeper.property.clientPort config. and pass it into zookeeper constructor as the connectString parameter.",127.0.0.1
zookeeper.recovery.retry.maxsleeptime,"Max sleep time before retry zookeeper operations in milliseconds, a max time is needed here so that sleep time won't grow unboundedly",60000
hbase.local.dir,Directory on the local filesystem to be used as a local storage.,${hbase.tmp.dir}/local/
hbase.master.port,The port the HBase Master should bind to.,16000
hbase.master.info.port,The port for the HBase Master web UI. Set to -1 if you do not want a UI instance run.,16010
hbase.master.info.bindAddress,The bind address for the HBase Master web UI,0.0.0.0
hbase.master.logcleaner.plugins,"A comma-separated list of BaseLogCleanerDelegate invoked by the LogsCleaner service. These WAL cleaners are called in order, so put the cleaner that prunes the most files in front. To implement your own BaseLogCleanerDelegate, just put it in HBase's classpath and add the fully qualified class name here. Always add the above default log cleaners in the list.","org.apache.hadoop.hbase.master.cleaner.TimeToLiveLogCleaner,org.apache.hadoop.hbase.master.cleaner.TimeToLiveProcedureWALCleaner,org.apache.hadoop.hbase.master.cleaner.TimeToLiveMasterLocalStoreWALCleaner"
hbase.master.logcleaner.ttl,"How long a WAL remain in the archive ({hbase.rootdir}/oldWALs) directory, after which it will be cleaned by a Master thread. The value is in milliseconds.",600000
hbase.master.hfilecleaner.plugins,"A comma-separated list of BaseHFileCleanerDelegate invoked by the HFileCleaner service. These HFiles cleaners are called in order, so put the cleaner that prunes the most files in front. To implement your own BaseHFileCleanerDelegate, just put it in HBase's classpath and add the fully qualified class name here. Always add the above default hfile cleaners in the list as they will be overwritten in hbase-site.xml.","org.apache.hadoop.hbase.master.cleaner.TimeToLiveHFileCleaner,org.apache.hadoop.hbase.master.cleaner.TimeToLiveMasterLocalStoreHFileCleaner"
hbase.master.infoserver.redirect,Whether or not the Master listens to the Master web   UI port (hbase.master.info.port) and redirects requests to the web   UI server shared by the Master and RegionServer. Config. makes   sense when Master is serving Regions (not the default).,TRUE
hbase.master.fileSplitTimeout,"Splitting a region, how long to wait on the file-splitting   step before aborting the attempt. Default: 600000. This setting used   to be known as hbase.regionserver.fileSplitTimeout in hbase-1.x.   Split is now run master-side hence the rename (If a   'hbase.master.fileSplitTimeout' setting found, will use it to   prime the current 'hbase.master.fileSplitTimeout'   Configuration.",600000
hbase.regionserver.port,The port the HBase RegionServer binds to.,16020
hbase.regionserver.info.port,The port for the HBase RegionServer web UI Set to -1 if you do not want the RegionServer UI to run.,16030
hbase.regionserver.info.bindAddress,The address for the HBase RegionServer web UI,0.0.0.0
hbase.regionserver.info.port.auto,"Whether or not the Master or RegionServer UI should search for a port to bind to. Enables automatic port search if hbase.regionserver.info.port is already in use. Useful for testing, turned off by default.",FALSE
hbase.regionserver.handler.count,"Count of RPC Listener instances spun up on RegionServers.   Same property is used by the Master for count of master handlers.   Too many handlers can be counter-productive. Make it a multiple of   CPU count. If mostly read-only, handlers count close to cpu count   does well. Start with twice the CPU count and tune from there.",30
hbase.ipc.server.callqueue.handler.factor,Factor to determine the number of call queues.   A value of 0 means a single queue shared between all the handlers.   A value of 1 means that each handler has its own queue.,0.1
hbase.ipc.server.callqueue.read.ratio,"Split the call queues into read and write queues.   The specified interval (which should be between 0.0 and 1.0)   will be multiplied by the number of call queues.   A value of 0 indicate to not split the call queues, meaning that both read and write   requests will be pushed to the same set of queues.   A value lower than 0.5 means that there will be less read queues than write queues.   A value of 0.5 means there will be the same number of read and write queues.   A value greater than 0.5 means that there will be more read queues than write queues.   A value of 1.0 means that all the queues except one are used to dispatch read requests.   Example: Given the total number of call queues being 10   a read.ratio of 0 means that: the 10 queues will contain both read/write requests.   a read.ratio of 0.3 means that: 3 queues will contain only read requests   and 7 queues will contain only write requests.   a read.ratio of 0.5 means that: 5 queues will contain only read requests   and 5 queues will contain only write requests.   a read.ratio of 0.8 means that: 8 queues will contain only read requests   and 2 queues will contain only write requests.   a read.ratio of 1 means that: 9 queues will contain only read requests   and 1 queues will contain only write requests.",0
hbase.ipc.server.callqueue.scan.ratio,"Given the number of read call queues, calculated from the total number   of call queues multiplied by the callqueue.read.ratio, the scan.ratio property   will split the read call queues into small-read and long-read queues.   A value lower than 0.5 means that there will be less long-read queues than short-read queues.   A value of 0.5 means that there will be the same number of short-read and long-read queues.   A value greater than 0.5 means that there will be more long-read queues than short-read queues   A value of 0 or 1 indicate to use the same set of queues for gets and scans.   Example: Given the total number of read call queues being 8   a scan.ratio of 0 or 1 means that: 8 queues will contain both long and short read requests.   a scan.ratio of 0.3 means that: 2 queues will contain only long-read requests   and 6 queues will contain only short-read requests.   a scan.ratio of 0.5 means that: 4 queues will contain only long-read requests   and 4 queues will contain only short-read requests.   a scan.ratio of 0.8 means that: 6 queues will contain only long-read requests   and 2 queues will contain only short-read requests.",0
hbase.regionserver.msginterval,Interval between messages from the RegionServer to Master in milliseconds.,3000
hbase.regionserver.logroll.period,Period at which we will roll the commit log regardless of how many edits it has.,3600000
hbase.regionserver.logroll.errors.tolerated,The number of consecutive WAL close errors we will allow before triggering a server abort.  A setting of 0 will cause the region server to abort if closing the current WAL writer fails during log rolling.  Even a small value (2 or 3) will allow a region server to ride over transient HDFS errors.,2
hbase.regionserver.hlog.reader.impl,The WAL file reader implementation.,org.apache.hadoop.hbase.regionserver.wal.ProtobufLogReader
hbase.regionserver.hlog.writer.impl,The WAL file writer implementation.,org.apache.hadoop.hbase.regionserver.wal.ProtobufLogWriter
hbase.regionserver.global.memstore.size,Maximum size of all memstores in a region server before new   updates are blocked and flushes are forced. Defaults to 40% of heap (0.4).   Updates are blocked and flushes are forced until size of all memstores   in a region server hits hbase.regionserver.global.memstore.size.lower.limit.   The default value in this configuration has been intentionally left empty in order to   honor the old hbase.regionserver.global.memstore.upperLimit property if present.,
hbase.regionserver.global.memstore.size.lower.limit,Maximum size of all memstores in a region server before flushes   are forced. Defaults to 95% of hbase.regionserver.global.memstore.size   (0.95). A 100% value for this value causes the minimum possible flushing   to occur when updates are blocked due to memstore limiting. The default   value in this configuration has been intentionally left empty in order to   honor the old hbase.regionserver.global.memstore.lowerLimit property if   present.,
hbase.systemtables.compacting.memstore.type,"Determines the type of memstore to be used for system tables like   META, namespace tables etc. By default NONE is the type and hence we use the   default memstore for all the system tables. If we need to use compacting   memstore for system tables then set this property to BASIC/EAGER",NONE
hbase.regionserver.optionalcacheflushinterval,Maximum amount of time an edit lives in memory before being automatically flushed. Default 1 hour. Set it to 0 to disable automatic flushing.,3600000
hbase.regionserver.dns.interface,The name of the Network Interface from which a region server   should report its IP address.,default
hbase.regionserver.dns.nameserver,The host name or IP address of the name server (DNS)   which a region server should use to determine the host name used by the   master for communication and display purposes.,default
hbase.regionserver.region.split.policy,"A split policy determines when a region should be split. The various other split policies that are available currently are BusyRegionSplitPolicy, ConstantSizeRegionSplitPolicy, DisabledRegionSplitPolicy,   DelimitedKeyPrefixRegionSplitPolicy, KeyPrefixRegionSplitPolicy, and   SteppingSplitPolicy. DisabledRegionSplitPolicy blocks manual region splitting.",org.apache.hadoop.hbase.regionserver.SteppingSplitPolicy
hbase.regionserver.regionSplitLimit,Limit for the number of regions after which no more region splitting   should take place. This is not hard limit for the number of regions   but acts as a guideline for the regionserver to stop splitting after   a certain limit. Default is set to 1000.,1000
zookeeper.session.timeout,"ZooKeeper session timeout in milliseconds. It is used in two different ways.   First, this value is used in the ZK client that HBase uses to connect to the ensemble.   It is also used by HBase when it starts a ZK server and it is passed as the 'maxSessionTimeout'.   See https://zookeeper.apache.org/doc/current/zookeeperProgrammers.html#ch_zkSessions.   For example, if an HBase region server connects to a ZK ensemble that's also managed   by HBase, then the session timeout will be the one specified by this configuration.   But, a region server that connects to an ensemble managed with a different configuration   will be subjected that ensemble's maxSessionTimeout. So, even though HBase might propose   using 90 seconds, the ensemble can have a max timeout lower than this and it will take   precedence. The current default maxSessionTimeout that ZK ships with is 40 seconds, which is lower than   HBase's.",90000
zookeeper.znode.parent,"Root ZNode for HBase in ZooKeeper. All of HBase's ZooKeeper   files that are configured with a relative path will go under this node.   By default, all of HBase's ZooKeeper file paths are configured with a   relative path, so they will all go under this directory unless changed.",/hbase
zookeeper.znode.acl.parent,Root ZNode for access control lists.,acl
hbase.zookeeper.dns.interface,The name of the Network Interface from which a ZooKeeper server   should report its IP address.,default
hbase.zookeeper.dns.nameserver,The host name or IP address of the name server (DNS) which a ZooKeeper server should use to determine the host name used by the   master for communication and display purposes.,default
hbase.zookeeper.peerport,Port used by ZooKeeper peers to talk to each other. See https://zookeeper.apache.org/doc/r3.3.3/zookeeperStarted.html#sc_RunningReplicatedZooKeeper for more information.,2888
hbase.zookeeper.leaderport,Port used by ZooKeeper for leader election. See https://zookeeper.apache.org/doc/r3.3.3/zookeeperStarted.html#sc_RunningReplicatedZooKeeper for more information.,3888
hbase.zookeeper.property.initLimit,Property from ZooKeeper's config zoo.cfg. The number of ticks that the initial synchronization phase can take.,10
hbase.zookeeper.property.syncLimit,Property from ZooKeeper's config zoo.cfg. The number of ticks that can pass between sending a request and getting an acknowledgment.,5
hbase.zookeeper.property.dataDir,Property from ZooKeeper's config zoo.cfg. The directory where the snapshot is stored.,${hbase.tmp.dir}/zookeeper
hbase.zookeeper.property.clientPort,Property from ZooKeeper's config zoo.cfg. The port at which the clients will connect.,2181
hbase.zookeeper.property.maxClientCnxns,"Property from ZooKeeper's config zoo.cfg. Limit on number of concurrent connections (at the socket level) that a single client, identified by IP address, may make to a single member of the ZooKeeper ensemble. Set high to avoid zk connection issues running standalone and pseudo-distributed.",300
hbase.client.write.buffer,"Default size of the BufferedMutator write buffer in bytes. A bigger buffer takes more memory -- on both the client and server side since server instantiates the passed write buffer to process it -- but a larger buffer size reduces the number of RPCs made. For an estimate of server-side memory-used, evaluate hbase.client.write.buffer * hbase.regionserver.handler.count",2097152
hbase.client.pause,"General client pause value.  Used mostly as value to wait before running a retry of a failed get, region lookup, etc. See hbase.client.retries.number for description of how we backoff from this initial pause amount and how this pause works w/ retries.",100
hbase.client.pause.server.overloaded,"Pause time when encountering an exception indicating a server is overloaded, CallQueueTooBigException or CallDroppedException. Set this property to a higher value than hbase.client.pause if you observe frequent CallQueueTooBigException or CallDroppedException from the same RegionServer and the call queue there keeps filling up. This config used to be called hbase.client.pause.cqtbe, which has been deprecated as of 2.5.0.",
hbase.client.retries.number,"Maximum retries.  Used as maximum for all retryable operations such as the getting of a cell's value, starting a row update, etc.  Retry interval is a rough function based on hbase.client.pause.  At first we retry at this interval but then with backoff, we pretty quickly reach retrying every ten seconds.  See HConstants#RETRY_BACKOFF for how the backup ramps up.  Change this setting and hbase.client.pause to suit your workload.",15
hbase.client.max.total.tasks,The maximum number of concurrent mutation tasks a single HTable instance will send to the cluster.,100
hbase.client.max.perserver.tasks,The maximum number of concurrent mutation tasks a single HTable instance will send to a single region server.,2
hbase.client.max.perregion.tasks,"The maximum number of concurrent mutation tasks the client will maintain to a single Region. That is, if there is already hbase.client.max.perregion.tasks writes in progress for this region, new puts won't be sent to this region until some writes finishes.",1
hbase.client.perserver.requests.threshold,"The max number of concurrent pending requests for one server in all client threads (process level). Exceeding requests will be thrown ServerTooBusyException immediately to prevent user's threads being occupied and blocked by only one slow region server. If you use a fix number of threads to access HBase in a synchronous way, set this to a suitable value which is related to the number of threads will help you. See https://issues.apache.org/jira/browse/HBASE-16388 for details.",2147483647
hbase.client.scanner.caching,"Number of rows that we try to fetch when calling next on a scanner if it is not served from (local, client) memory. This configuration works together with hbase.client.scanner.max.result.size to try and use the network efficiently. The default value is Integer.MAX_VALUE by default so that the network will fill the chunk size defined by hbase.client.scanner.max.result.size rather than be limited by a particular number of rows since the size of rows varies table to table. If you know ahead of time that you will not require more than a certain number of rows from a scan, this configuration should be set to that row limit via Scan#setCaching. Higher caching values will enable faster scanners but will eat up more memory and some calls of next may take longer and longer times when the cache is empty. Do not set this value such that the time between invocations is greater than the scanner timeout; i.e. hbase.client.scanner.timeout.period",2147483647
hbase.client.keyvalue.maxsize,Specifies the combined maximum allowed size of a KeyValue instance. This is to set an upper boundary for a single entry saved in a storage file. Since they cannot be split it helps avoiding that a region cannot be split any further because the data is too large. It seems wise to set this to a fraction of the maximum region size. Setting it to zero or less disables the check.,10485760
hbase.server.keyvalue.maxsize,"Maximum allowed size of an individual cell, inclusive of value and all key components. A value of 0 or less disables the check. The default value is 10MB. This is a safety setting to protect the server from OOM situations.",10485760
hbase.client.scanner.timeout.period,Client scanner lease period in milliseconds.,60000
hbase.client.localityCheck.threadPoolSize,,2
hbase.bulkload.retries.number,Maximum retries.  This is maximum number of iterations to atomic bulk loads are attempted in the face of splitting operations 0 means never give up.,10
hbase.compaction.after.bulkload.enable,"Request Compaction after bulkload immediately.   If bulkload is continuous, the triggered compactions may increase load,   bring about performance side effect.",TRUE
hbase.master.balancer.maxRitPercent,"The max percent of regions in transition when balancing.   The default value is 1.0. So there are no balancer throttling. If set this config to 0.01,   It means that there are at most 1% regions in transition when balancing.   Then the cluster's availability is at least 99% when balancing.",1
hbase.balancer.period,"Period at which the region balancer runs in the Master, in   milliseconds.",300000
hbase.regions.slop,"The load balancer can trigger for several reasons. This value controls one of   those reasons. Run the balancer if any regionserver has a region count outside the range of   average +/- (average * slop) regions.   If the value of slop is negative, disable sloppiness checks. The balancer can still run for   other reasons, but sloppiness will not be one of them.   If the value of slop is 0, run the balancer if any server has a region count more than 1   from the average.   If the value of slop is 100, run the balancer if any server has a region count greater than   101 times the average.   The default value of this parameter is 0.2, which runs the balancer if any server has a region   count less than 80% of the average, or greater than 120% of the average.   Note that for the default StochasticLoadBalancer, this does not guarantee any balancing   actions will be taken, but only that the balancer will attempt to run.",0.2
hbase.normalizer.period,"Period at which the region normalizer runs in the Master, in   milliseconds.",300000
hbase.normalizer.split.enabled,Whether to split a region as part of normalization.,TRUE
hbase.normalizer.merge.enabled,Whether to merge a region as part of normalization.,TRUE
hbase.normalizer.merge.min.region.count,The minimum number of regions in a table to consider it for merge   normalization.,3
hbase.normalizer.merge.min_region_age.days,"The minimum age for a region to be considered for a merge, in days.",3
hbase.normalizer.merge.min_region_size.mb,"The minimum size for a region to be considered for a merge, in whole   MBs.",1
hbase.table.normalization.enabled,This config is used to set default behaviour of normalizer at table level.   To override this at table level one can set NORMALIZATION_ENABLED at table descriptor level   and that property will be honored,FALSE
hbase.server.thread.wakefrequency,Time to sleep in between searches for work (in milliseconds). Used as sleep interval by service threads such as log roller.,10000
hbase.server.versionfile.writeattempts,How many times to retry attempting to write a version file before just aborting. Each attempt is separated by the hbase.server.thread.wakefrequency milliseconds.,3
hbase.hregion.memstore.flush.size,Memstore will be flushed to disk if size of the memstore exceeds this number of bytes.  Value is checked by a thread that runs every hbase.server.thread.wakefrequency.,134217728
hbase.hregion.percolumnfamilyflush.size.lower.bound.min,"If FlushLargeStoresPolicy is used and there are multiple column families, then every time that we hit the total memstore limit, we find out all the column families whose memstores exceed a ""lower bound"" and only flush them while retaining the others in memory. The ""lower bound"" will be ""hbase.hregion.memstore.flush.size / column_family_number"" by default unless value of this property is larger than that. If none of the families have their memstore size more than lower bound, all the memstores will be flushed (just as usual).",16777216
hbase.hregion.preclose.flush.size,"If the memstores in a region are this size or larger when we go   to close, run a ""pre-flush"" to clear out memstores before we put up   the region closed flag and take the region offline.  On close,   a flush is run under the close flag to empty memory.  During   this time the region is offline and we are not taking on any writes.   If the memstore content is large, this flush could take a long time to   complete.  The preflush is meant to clean out the bulk of the memstore   before putting up the close flag and taking the region offline so the   flush that runs under the close flag has little to do.",5242880
hbase.hregion.memstore.block.multiplier,"Block updates if memstore has hbase.hregion.memstore.block.multiplier times hbase.hregion.memstore.flush.size bytes.  Useful preventing runaway memstore during spikes in update traffic.  Without an upper-bound, memstore fills such that when it flushes the resultant flush files take a long time to compact or split, or worse, we OOME.",4
hbase.hregion.memstore.mslab.enabled,"Enables the MemStore-Local Allocation Buffer,   a feature which works to prevent heap fragmentation under   heavy write loads. This can reduce the frequency of stop-the-world   GC pauses on large heaps.",TRUE
hbase.hregion.memstore.mslab.chunksize,The maximum byte size of a chunk in the MemStoreLAB. Unit: bytes,2097152
hbase.regionserver.offheap.global.memstore.size,"The amount of off-heap memory all MemStores in a RegionServer may use.   A value of 0 means that no off-heap memory will be used and all chunks in MSLAB   will be HeapByteBuffer, otherwise the non-zero value means how many megabyte of   off-heap memory will be used for chunks in MSLAB and all chunks in MSLAB will be   DirectByteBuffer. Unit: megabytes.",0
hbase.hregion.memstore.mslab.max.allocation,"The maximal size of one allocation in the MemStoreLAB, if the desired byte   size exceed this threshold then it will be just allocated from JVM heap rather than MemStoreLAB.",262144
hbase.hregion.max.filesize,"Maximum HFile size. If the sum of the sizes of a region's HFiles has grown to exceed this value, the region is split in two.",10737418240
hbase.hregion.split.overallfiles,If we should sum overall region files size when check to split.,FALSE
hbase.hregion.majorcompaction,"Time between major compactions, expressed in milliseconds. Set to 0 to disable   time-based automatic major compactions. User-requested and size-based major compactions will   still run. This value is multiplied by hbase.hregion.majorcompaction.jitter to cause   compaction to start at a somewhat-random time during a given window of time. The default value   is 7 days, expressed in milliseconds. If major compactions are causing disruption in your   environment, you can configure them to run at off-peak times for your deployment, or disable   time-based major compactions by setting this parameter to 0, and run major compactions in a   cron job or by another external mechanism.",604800000
hbase.hregion.majorcompaction.jitter,"A multiplier applied to hbase.hregion.majorcompaction to cause compaction to occur   a given amount of time either side of hbase.hregion.majorcompaction. The smaller the number,   the closer the compactions will happen to the hbase.hregion.majorcompaction   interval.",0.5
hbase.hstore.compactionThreshold,"If more than this number of StoreFiles exist in any one Store   (one StoreFile is written per flush of MemStore), a compaction is run to rewrite all   StoreFiles into a single StoreFile. Larger values delay compaction, but when compaction does   occur, it takes longer to complete.",3
hbase.regionserver.compaction.enabled,Enable/disable compactions on by setting true/false.   We can further switch compactions dynamically with the   compaction_switch shell command.,TRUE
hbase.hstore.flusher.count,"The number of flush threads. With fewer threads, the MemStore flushes will be   queued. With more threads, the flushes will be executed in parallel, increasing the load on   HDFS, and potentially causing more compactions.",2
hbase.hstore.blockingStoreFiles,"If more than this number of StoreFiles exist in any one Store (one StoreFile  is written per flush of MemStore), updates are blocked for this region until a compaction is   completed, or until hbase.hstore.blockingWaitTime has been exceeded.",16
hbase.hstore.blockingWaitTime,"The time for which a region will block updates after reaching the StoreFile limit defined by hbase.hstore.blockingStoreFiles. After this time has elapsed, the region will stop blocking updates even if a compaction has not been completed.",90000
hbase.hstore.compaction.min,"The minimum number of StoreFiles which must be eligible for compaction before   compaction can run. The goal of tuning hbase.hstore.compaction.min is to avoid ending up with   too many tiny StoreFiles to compact. Setting this value to 2 would cause a minor compaction   each time you have two StoreFiles in a Store, and this is probably not appropriate. If you   set this value too high, all the other values will need to be adjusted accordingly. For most   cases, the default value is appropriate  (empty value here, results in 3 by code logic). In   previous versions of HBase, the parameter hbase.hstore.compaction.min was named   hbase.hstore.compactionThreshold.",
hbase.hstore.compaction.max,"The maximum number of StoreFiles which will be selected for a single minor   compaction, regardless of the number of eligible StoreFiles. Effectively, the value of   hbase.hstore.compaction.max controls the length of time it takes a single compaction to   complete. Setting it larger means that more StoreFiles are included in a compaction. For most   cases, the default value is appropriate.",10
hbase.hstore.compaction.min.size,"A StoreFile (or a selection of StoreFiles, when using ExploringCompactionPolicy)   smaller than this size will always be eligible for minor compaction.   HFiles this size or larger are evaluated by hbase.hstore.compaction.ratio to determine if   they are eligible. Because this limit represents the ""automatic include"" limit for all   StoreFiles smaller than this value, this value may need to be reduced in write-heavy   environments where many StoreFiles in the 1-2 MB range are being flushed, because every   StoreFile will be targeted for compaction and the resulting StoreFiles may still be under the   minimum size and require further compaction. If this parameter is lowered, the ratio check is   triggered more quickly. This addressed some issues seen in earlier versions of HBase but   changing this parameter is no longer necessary in most situations. Default: 128 MB expressed   in bytes.",134217728
hbase.hstore.compaction.max.size,"A StoreFile (or a selection of StoreFiles, when using ExploringCompactionPolicy)   larger than this size will be excluded from compaction. The effect of   raising hbase.hstore.compaction.max.size is fewer, larger StoreFiles that do not get   compacted often. If you feel that compaction is happening too often without much benefit, you   can try raising this value. Default: the value of LONG.MAX_VALUE, expressed in bytes.",9.22E+18
hbase.hstore.compaction.ratio,"For minor compaction, this ratio is used to determine whether a given StoreFile   which is larger than hbase.hstore.compaction.min.size is eligible for compaction. Its   effect is to limit compaction of large StoreFiles. The value of hbase.hstore.compaction.ratio   is expressed as a floating-point decimal. A large ratio, such as 10, will produce a single   giant StoreFile. Conversely, a low value, such as .25, will produce behavior similar to the   BigTable compaction algorithm, producing four StoreFiles. A moderate value of between 1.0 and   1.4 is recommended. When tuning this value, you are balancing write costs with read costs.   Raising the value (to something like 1.4) will have more write costs, because you will   compact larger StoreFiles. However, during reads, HBase will need to seek through fewer   StoreFiles to accomplish the read. Consider this approach if you cannot take advantage of   Bloom filters. Otherwise, you can lower this value to something like 1.0 to reduce the   background cost of writes, and use Bloom filters to control the number of StoreFiles touched   during reads. For most cases, the default value is appropriate.",1.2F
hbase.hstore.compaction.ratio.offpeak,"Allows you to set a different (by default, more aggressive) ratio for determining   whether larger StoreFiles are included in compactions during off-peak hours. Works in the   same way as hbase.hstore.compaction.ratio. Only applies if hbase.offpeak.start.hour and   hbase.offpeak.end.hour are also enabled.",5.0F
hbase.hstore.time.to.purge.deletes,"The amount of time to delay purging of delete markers with future timestamps. If   unset, or set to 0, all delete markers, including those with future timestamps, are purged   during the next major compaction. Otherwise, a delete marker is kept until the major compaction   which occurs after the marker's timestamp plus the value of this setting, in milliseconds.",0
hbase.offpeak.start.hour,"The start of off-peak hours, expressed as an integer between 0 and 23, inclusive.   Set to -1 to disable off-peak.",-1
hbase.offpeak.end.hour,"The end of off-peak hours, expressed as an integer between 0 and 23, inclusive. Set   to -1 to disable off-peak.",-1
hbase.regionserver.thread.compaction.throttle,"There are two different thread pools for compactions, one for large compactions and   the other for small compactions. This helps to keep compaction of lean tables (such as   hbase:meta) fast. If a compaction is larger than this threshold, it   goes into the large compaction pool. In most cases, the default value is appropriate. Default:   2 x hbase.hstore.compaction.max x hbase.hregion.memstore.flush.size (which defaults to 128MB).   The value field assumes that the value of hbase.hregion.memstore.flush.size is unchanged from   the default.",2684354560
hbase.regionserver.majorcompaction.pagecache.drop,"Specifies whether to drop pages read/written into the system page cache by   major compactions. Setting it to true helps prevent major compactions from   polluting the page cache, which is almost always required, especially for clusters   with low/moderate memory to storage ratio.",TRUE
hbase.regionserver.minorcompaction.pagecache.drop,"Specifies whether to drop pages read/written into the system page cache by   minor compactions. Setting it to true helps prevent minor compactions from   polluting the page cache, which is most beneficial on clusters with low   memory to storage ratio or very write heavy clusters. You may want to set it to   false under moderate to low write workload when bulk of the reads are   on the most recently written data.",TRUE
hbase.hstore.compaction.kv.max,"The maximum number of KeyValues to read and then write in a batch when flushing or   compacting. Set this lower if you have big KeyValues and problems with Out Of Memory   Exceptions Set this higher if you have wide, small rows.",10
hbase.storescanner.parallel.seek.enable,"Enables StoreFileScanner parallel-seeking in StoreScanner,   a feature which can reduce response latency under special conditions.",FALSE
hbase.storescanner.parallel.seek.threads,The default thread pool size if parallel-seeking feature enabled.,10
hfile.block.cache.policy,The eviction policy for the L1 block cache (LRU or TinyLFU).,LRU
hfile.block.cache.size,Percentage of maximum heap (-Xmx setting) to allocate to block cache  used by a StoreFile. Default of 0.4 means allocate 40%.  Set to 0 to disable but it's not recommended; you need at least  enough cache to hold the storefile indices.,0.4
hfile.block.index.cacheonwrite,This allows to put non-root multi-level index blocks into the block cache at the time the index is being written.,FALSE
